,#EANF#,%,Cash / Call,Equity,Equity ,Qty,Qty ,Rating ,Sector,Unnamed: 0,Unnamed: 0.1,Unnamed: 4,Unnamed: 5,Value,"Value
 (Rs cr)",Value  (Rs cr),company_code,company_name
6,,3.41,,,Avenue Supermar,,"44,697.00",,Retail & Real Estate,6,6,,,,3.64,,MPI1150,newicici-pru-midcap-fund-direct
7,,3.25,,,Ashoka Buildcon,,"188,099.00",,Cement & Construction,7,7,,,,3.47,,MPI1150,newicici-pru-midcap-fund-direct
8,,3.24,,,Exide Ind,,"156,989.00",,Automotive,8,8,,,,3.46,,MPI1150,newicici-pru-midcap-fund-direct
9,,3,,,Hindalco,,"167,855.00",,Metals & Mining,9,9,,,,3.21,,MPI1150,newicici-pru-midcap-fund-direct
10,,2.57,,,Bharat Fin,,"38,102.00",,Banking & Financial Services,10,10,,,,2.75,,MPI1150,newicici-pru-midcap-fund-direct
11,,2.47,,,Gujarat Pipavav,,"176,518.00",,Services,11,11,,,,2.64,,MPI1150,newicici-pru-midcap-fund-direct
12,,2.4,,,Unichem Labs,,"95,553.00",,Pharmaceuticals,12,12,,,,2.56,,MPI1150,newicici-pru-midcap-fund-direct
13,,2.39,,,NCC,,"292,494.00",,Cement & Construction,13,13,,,,2.55,,MPI1150,newicici-pru-midcap-fund-direct
14,,2.39,,,South Ind Bk,,"920,172.00",,Banking & Financial Services,14,14,,,,2.55,,MPI1150,newicici-pru-midcap-fund-direct
15,,2.33,,,Schaeffler Ind,,"5,597.00",,Engineering & Capital Goods,15,15,,,,2.49,,MPI1150,newicici-pru-midcap-fund-direct
16,,2.2,,,Bata India,,"43,750.00",,Consumer Non-durables,16,16,,,,2.35,,MPI1150,newicici-pru-midcap-fund-direct
17,,2.12,,,Endurance Techn,,"25,872.00",,Automotive,17,17,,,,2.27,,MPI1150,newicici-pru-midcap-fund-direct
18,,2.12,,,Cipla,,"40,767.00",,Pharmaceuticals,18,18,,,,2.27,,MPI1150,newicici-pru-midcap-fund-direct
19,,2.09,,,HDFC Bank,,"13,516.00",,Banking & Financial Services,19,19,,,,2.23,,MPI1150,newicici-pru-midcap-fund-direct
20,,2,,,Ipca Labs,,"43,391.00",,Pharmaceuticals,20,20,,,,2.14,,MPI1150,newicici-pru-midcap-fund-direct
21,,1.94,,,IGL,,"19,616.00",,Oil & Gas,21,21,,,,2.07,,MPI1150,newicici-pru-midcap-fund-direct
22,,1.9,,,Welspun India,,"245,461.00",,Manufacturing,22,22,,,,2.03,,MPI1150,newicici-pru-midcap-fund-direct
23,,1.89,,,Karur Vysya,,"139,549.00",,Banking & Financial Services,23,23,,,,2.02,,MPI1150,newicici-pru-midcap-fund-direct
24,,1.76,,,Thomas Cook,,"75,883.00",,Miscellaneous,24,24,,,,1.88,,MPI1150,newicici-pru-midcap-fund-direct
25,,1.57,,,Persistent,,"24,590.00",,Information Technology,25,25,,,,1.68,,MPI1150,newicici-pru-midcap-fund-direct
26,,1.51,,,Shree Cements,,952,,Cement & Construction,26,26,,,,1.61,,MPI1150,newicici-pru-midcap-fund-direct
27,,1.48,,,United Spirits,,"6,593.00",,Food & Beverages,27,27,,,,1.58,,MPI1150,newicici-pru-midcap-fund-direct
28,,1.43,,,Castrol,,"37,752.00",,Chemicals,28,28,,,,1.53,,MPI1150,newicici-pru-midcap-fund-direct
29,,1.37,,,Rallis India,,"60,309.00",,Chemicals,29,29,,,,1.46,,MPI1150,newicici-pru-midcap-fund-direct
30,,1.33,,,Sagar Cement,,"17,316.00",,Cement & Construction,30,30,,,,1.42,,MPI1150,newicici-pru-midcap-fund-direct
31,,1.3,,,Clariant Chem,,"21,945.00",,Chemicals,31,31,,,,1.39,,MPI1150,newicici-pru-midcap-fund-direct
32,,1.25,,,Deepak Nitrite,,"82,745.00",,Chemicals,32,32,,,,1.34,,MPI1150,newicici-pru-midcap-fund-direct
33,,1.22,,,Orient Paper,,"159,151.00",,Conglomerates,33,33,,,,1.3,,MPI1150,newicici-pru-midcap-fund-direct
34,,1.21,,,Bharat Elec,,"80,023.00",,Manufacturing,34,34,,,,1.29,,MPI1150,newicici-pru-midcap-fund-direct
35,,1.19,,,Sheela Foam,,"9,780.00",,Miscellaneous,35,35,,,,1.27,,MPI1150,newicici-pru-midcap-fund-direct
36,,1.12,,,L&T Infotech,,"15,171.00",,Information Technology,36,36,,,,1.2,,MPI1150,newicici-pru-midcap-fund-direct
37,,1.1,,,INOX Leisure,,"42,845.00",,Media & Entertainment,37,37,,,,1.18,,MPI1150,newicici-pru-midcap-fund-direct
38,,0.99,,,Manpasand Bever,,"13,434.00",,Food & Beverages,38,38,,,,1.06,,MPI1150,newicici-pru-midcap-fund-direct
39,,0.95,,,Precision Camsh,,"77,657.00",,Automotive,39,39,,,,1.01,,MPI1150,newicici-pru-midcap-fund-direct
40,,0.77,,,J. K. Cement,,"8,762.00",,Cement & Construction,40,40,,,,0.82,,MPI1150,newicici-pru-midcap-fund-direct
41,,0.69,,,SpiceJet,,"55,785.00",,Services,41,41,,,,0.74,,MPI1150,newicici-pru-midcap-fund-direct
42,,0.48,,,GMR Infra,,"260,983.00",,Engineering & Capital Goods,42,42,,,,0.51,,MPI1150,newicici-pru-midcap-fund-direct
43,,0.45,,,Mayur Uniquoter,,"13,243.00",,Manufacturing,43,43,,,,0.48,,MPI1150,newicici-pru-midcap-fund-direct
44,,0.42,,,MphasiS,,"7,485.00",,Information Technology,44,44,,,,0.45,,MPI1150,newicici-pru-midcap-fund-direct
45,,0.42,,,Gammon Infra,,"1,019,836.00",,Cement & Construction,45,45,,,,0.45,,MPI1150,newicici-pru-midcap-fund-direct
46,,0.38,,,Camlin Fine,,"47,848.00",,Chemicals,46,46,,,,0.41,,MPI1150,newicici-pru-midcap-fund-direct
47,,0.28,,,KSK Energy Vent,,"326,942.00",,Utilities,47,47,,,,0.3,,MPI1150,newicici-pru-midcap-fund-direct
48,,0.12,,,Tata Metaliks,,"1,816.00",,Metals & Mining,48,48,,,,0.13,,MPI1150,newicici-pru-midcap-fund-direct
0,,3.18,,,P and G,,157,,Consumer Non-durables,0,0,,,,0.13,,MIB230,newidbi-midcap-fund-dp
1,,2.76,,,Shree Cements,,64,,Cement & Construction,1,1,,,,0.11,,MIB230,newidbi-midcap-fund-dp
2,,2.6,,,Minda Ind,,"1,608.00",,Automotive,2,2,,,,0.1,,MIB230,newidbi-midcap-fund-dp
3,,2.49,,,Finolex Ind,,"1,633.00",,Chemicals,3,3,,,,0.1,,MIB230,newidbi-midcap-fund-dp
4,,2.48,,,RBL Bank,,"1,934.00",,Banking & Financial Services,4,4,,,,0.1,,MIB230,newidbi-midcap-fund-dp
5,,2.39,,,Bajaj Finance,,689,,Banking & Financial Services,5,5,,,,0.09,,MIB230,newidbi-midcap-fund-dp
6,,2.3,,,Akzo Nobel,,497,,Chemicals,6,6,,,,0.09,,MIB230,newidbi-midcap-fund-dp
7,,2.28,,,Vedanta,,"3,625.00",,Metals & Mining,7,7,,,,0.09,,MIB230,newidbi-midcap-fund-dp
8,,2.27,,,Grasim,,724,,Conglomerates,8,8,,,,0.09,,MIB230,newidbi-midcap-fund-dp
9,,2.25,,,Tata Elxsi,,562,,Information Technology,9,9,,,,0.09,,MIB230,newidbi-midcap-fund-dp
10,,2.25,,,Motherson Sumi,,"2,893.00",,Automotive,10,10,,,,0.09,,MIB230,newidbi-midcap-fund-dp
11,,2.19,,,Indiabulls Hsg,,806,,Banking & Financial Services,11,11,,,,0.09,,MIB230,newidbi-midcap-fund-dp
12,,2.09,,,Aurobindo Pharm,,"1,209.00",,Pharmaceuticals,12,12,,,,0.08,,MIB230,newidbi-midcap-fund-dp
13,,2.04,,,AIA Engineering,,579,,Engineering & Capital Goods,13,13,,,,0.08,,MIB230,newidbi-midcap-fund-dp
14,,2,,,Canara Bank,,"2,410.00",,Banking & Financial Services,14,14,,,,0.08,,MIB230,newidbi-midcap-fund-dp
15,,1.95,,,PNB Housing Fin,,484,,Banking & Financial Services,15,15,,,,0.08,,MIB230,newidbi-midcap-fund-dp
16,,1.9,,,Siemens,,563,,Engineering & Capital Goods,16,16,,,,0.08,,MIB230,newidbi-midcap-fund-dp
17,,1.87,,,Cummins,,805,,Engineering & Capital Goods,17,17,,,,0.07,,MIB230,newidbi-midcap-fund-dp
18,,1.84,,,Dalmia Bharat,,295,,Cement & Construction,18,18,,,,0.07,,MIB230,newidbi-midcap-fund-dp
19,,1.8,,,Supreme Ind,,581,,Manufacturing,19,19,,,,0.07,,MIB230,newidbi-midcap-fund-dp
20,,1.75,,,M&M Financial,,"2,009.00",,Banking & Financial Services,20,20,,,,0.07,,MIB230,newidbi-midcap-fund-dp
21,,1.71,,,Force Motors,,161,,Automotive,21,21,,,,0.07,,MIB230,newidbi-midcap-fund-dp
22,,1.71,,,Amara Raja Batt,,807,,Automotive,22,22,,,,0.07,,MIB230,newidbi-midcap-fund-dp
23,,1.69,,,Sanofi India,,161,,Pharmaceuticals,23,23,,,,0.07,,MIB230,newidbi-midcap-fund-dp
24,,1.69,,,Ramco Cements,,963,,Cement & Construction,24,24,,,,0.07,,MIB230,newidbi-midcap-fund-dp
25,,1.57,,,Escorts,,964,,Automotive,25,25,,,,0.06,,MIB230,newidbi-midcap-fund-dp
26,,1.54,,,Va Tech Wabag,,885,,Engineering & Capital Goods,26,26,,,,0.06,,MIB230,newidbi-midcap-fund-dp
27,,1.49,,,Cadila Health,,"1,124.00",,Pharmaceuticals,27,27,,,,0.06,,MIB230,newidbi-midcap-fund-dp
28,,1.49,,,Torrent Pharma,,483,,Pharmaceuticals,28,28,,,,0.06,,MIB230,newidbi-midcap-fund-dp
29,,1.42,,,Endurance Techn,,642,,Automotive,29,29,,,,0.06,,MIB230,newidbi-midcap-fund-dp
30,,1.42,,,Bosch,,24,,Automotive,30,30,,,,0.06,,MIB230,newidbi-midcap-fund-dp
31,,1.37,,,Sterlite Techno,,"3,699.00",,Telecommunication,31,31,,,,0.05,,MIB230,newidbi-midcap-fund-dp
32,,1.33,,,IDFC Bank,,"9,629.00",,Banking & Financial Services,32,32,,,,0.05,,MIB230,newidbi-midcap-fund-dp
33,,1.32,,,NALCO,,"8,073.00",,Metals & Mining,33,33,,,,0.05,,MIB230,newidbi-midcap-fund-dp
34,,1.31,,,JK Tyre & Ind,,"3,225.00",,Automotive,34,34,,,,0.05,,MIB230,newidbi-midcap-fund-dp
35,,1.24,,,CESC,,565,,Utilities,35,35,,,,0.05,,MIB230,newidbi-midcap-fund-dp
36,,1.23,,,PI Industries,,582,,Chemicals,36,36,,,,0.05,,MIB230,newidbi-midcap-fund-dp
37,,1.16,,,Navin Fluorine,,757,,Chemicals,37,37,,,,0.05,,MIB230,newidbi-midcap-fund-dp
38,,1.14,,,Johnson Control,,225,,Consumer Durables,38,38,,,,0.05,,MIB230,newidbi-midcap-fund-dp
39,,1.09,,,Emami,,401,,Consumer Non-durables,39,39,,,,0.04,,MIB230,newidbi-midcap-fund-dp
40,,1.09,,,Elgi Equipments,,"1,868.00",,Engineering & Capital Goods,40,40,,,,0.04,,MIB230,newidbi-midcap-fund-dp
41,,1.07,,,CCL Products,,"1,446.00",,Food & Beverages,41,41,,,,0.04,,MIB230,newidbi-midcap-fund-dp
42,,1.07,,,Vinati Organics,,460,,Chemicals,42,42,,,,0.04,,MIB230,newidbi-midcap-fund-dp
43,,1.06,,,Carborundum,,"1,291.00",,Engineering & Capital Goods,43,43,,,,0.04,,MIB230,newidbi-midcap-fund-dp
44,,1.05,,,BEML,,271,,Engineering & Capital Goods,44,44,,,,0.04,,MIB230,newidbi-midcap-fund-dp
45,,1.02,,,Bharat Fin,,560,,Banking & Financial Services,45,45,,,,0.04,,MIB230,newidbi-midcap-fund-dp
46,,1.02,,,UPL,,481,,Chemicals,46,46,,,,0.04,,MIB230,newidbi-midcap-fund-dp
47,,1.02,,,Strides Shasun,,404,,Pharmaceuticals,47,47,,,,0.04,,MIB230,newidbi-midcap-fund-dp
48,,0.97,,,Himatsingka Sei,,"1,129.00",,Manufacturing,48,48,,,,0.04,,MIB230,newidbi-midcap-fund-dp
49,,0.96,,,Manpasand Bever,,483,,Food & Beverages,49,49,,,,0.04,,MIB230,newidbi-midcap-fund-dp
50,,0.93,,,Tech Mahindra,,964,,Information Technology,50,50,,,,0.04,,MIB230,newidbi-midcap-fund-dp
51,,0.93,,,Finolex Cables,,807,,Telecommunication,51,51,,,,0.04,,MIB230,newidbi-midcap-fund-dp
52,,0.91,,,Hind Copper,,"5,631.00",,Metals & Mining,52,52,,,,0.04,,MIB230,newidbi-midcap-fund-dp
53,,0.9,,,Trident,,"4,846.00",,Manufacturing,53,53,,,,0.04,,MIB230,newidbi-midcap-fund-dp
54,,0.83,,,CenturyPlyboard,,"1,117.00",,Miscellaneous,54,54,,,,0.03,,MIB230,newidbi-midcap-fund-dp
55,,0.79,,,Dr Lal PathLab,,400,,Pharmaceuticals,55,55,,,,0.03,,MIB230,newidbi-midcap-fund-dp
56,,0.77,,,Kirloskar Ind,,240,,Engineering & Capital Goods,56,56,,,,0.03,,MIB230,newidbi-midcap-fund-dp
57,,0.72,,,Guj State Petro,,"1,615.00",,Oil & Gas,57,57,,,,0.03,,MIB230,newidbi-midcap-fund-dp
58,,0.72,,,Trent,,"1,203.00",,Retail & Real Estate,58,58,,,,0.03,,MIB230,newidbi-midcap-fund-dp
59,,0.66,,,Gujarat Gas,,352,,Oil & Gas,59,59,,,,0.03,,MIB230,newidbi-midcap-fund-dp
60,,0.62,,,Timken,,367,,Engineering & Capital Goods,60,60,,,,0.02,,MIB230,newidbi-midcap-fund-dp
61,,0.61,,,S H Kelkar,,916,,Miscellaneous,61,61,,,,0.02,,MIB230,newidbi-midcap-fund-dp
62,,0.46,,,Zydus Wellness,,215,,Food & Beverages,62,62,,,,0.02,,MIB230,newidbi-midcap-fund-dp
63,,0.24,,,HUDCO,,"1,416.00",,Retail & Real Estate,63,63,,,,0.01,,MIB230,newidbi-midcap-fund-dp
64,,0.09,,,Bajaj Electric,,109,,Consumer Durables,64,64,,,,0,,MIB230,newidbi-midcap-fund-dp
0,,3.18,,,P and G,,"9,597.00",,Consumer Non-durables,0,0,,,,7.7,,MIB228,newidbi-midcap-fund-rp
1,,2.76,,,Shree Cements,,"3,942.00",,Cement & Construction,1,1,,,,6.68,,MIB228,newidbi-midcap-fund-rp
2,,2.6,,,Minda Ind,,"98,312.00",,Automotive,2,2,,,,6.3,,MIB228,newidbi-midcap-fund-rp
3,,2.49,,,Finolex Ind,,"99,852.00",,Chemicals,3,3,,,,6.03,,MIB228,newidbi-midcap-fund-rp
4,,2.48,,,RBL Bank,,"118,263.00",,Banking & Financial Services,4,4,,,,6,,MIB228,newidbi-midcap-fund-rp
5,,2.39,,,Bajaj Finance,,"42,145.00",,Banking & Financial Services,5,5,,,,5.79,,MIB228,newidbi-midcap-fund-rp
6,,2.3,,,Akzo Nobel,,"30,387.00",,Chemicals,6,6,,,,5.57,,MIB228,newidbi-midcap-fund-rp
7,,2.28,,,Vedanta,,"221,665.00",,Metals & Mining,7,7,,,,5.52,,MIB228,newidbi-midcap-fund-rp
8,,2.27,,,Grasim,,"44,250.00",,Conglomerates,8,8,,,,5.5,,MIB228,newidbi-midcap-fund-rp
9,,2.25,,,Tata Elxsi,,"34,378.00",,Information Technology,9,9,,,,5.45,,MIB228,newidbi-midcap-fund-rp
10,,2.25,,,Motherson Sumi,,"176,869.00",,Automotive,10,10,,,,5.45,,MIB228,newidbi-midcap-fund-rp
11,,2.19,,,Indiabulls Hsg,,"49,274.00",,Banking & Financial Services,11,11,,,,5.3,,MIB228,newidbi-midcap-fund-rp
12,,2.09,,,Aurobindo Pharm,,"73,919.00",,Pharmaceuticals,12,12,,,,5.06,,MIB228,newidbi-midcap-fund-rp
13,,2.04,,,AIA Engineering,,"35,401.00",,Engineering & Capital Goods,13,13,,,,4.94,,MIB228,newidbi-midcap-fund-rp
14,,2,,,Canara Bank,,"147,348.00",,Banking & Financial Services,14,14,,,,4.84,,MIB228,newidbi-midcap-fund-rp
15,,1.95,,,PNB Housing Fin,,"29,580.00",,Banking & Financial Services,15,15,,,,4.72,,MIB228,newidbi-midcap-fund-rp
16,,1.9,,,Siemens,,"34,450.00",,Engineering & Capital Goods,16,16,,,,4.6,,MIB228,newidbi-midcap-fund-rp
17,,1.87,,,Cummins,,"49,229.00",,Engineering & Capital Goods,17,17,,,,4.53,,MIB228,newidbi-midcap-fund-rp
18,,1.84,,,Dalmia Bharat,,"18,039.00",,Cement & Construction,18,18,,,,4.46,,MIB228,newidbi-midcap-fund-rp
19,,1.8,,,Supreme Ind,,"35,497.00",,Manufacturing,19,19,,,,4.36,,MIB228,newidbi-midcap-fund-rp
20,,1.75,,,M&M Financial,,"122,837.00",,Banking & Financial Services,20,20,,,,4.24,,MIB228,newidbi-midcap-fund-rp
21,,1.71,,,Force Motors,,"9,822.00",,Automotive,21,21,,,,4.14,,MIB228,newidbi-midcap-fund-rp
22,,1.71,,,Amara Raja Batt,,"49,314.00",,Automotive,22,22,,,,4.14,,MIB228,newidbi-midcap-fund-rp
23,,1.69,,,Sanofi India,,"9,854.00",,Pharmaceuticals,23,23,,,,4.09,,MIB228,newidbi-midcap-fund-rp
24,,1.69,,,Ramco Cements,,"58,882.00",,Cement & Construction,24,24,,,,4.09,,MIB228,newidbi-midcap-fund-rp
25,,1.57,,,Escorts,,"58,923.00",,Automotive,25,25,,,,3.8,,MIB228,newidbi-midcap-fund-rp
26,,1.54,,,Va Tech Wabag,,"54,143.00",,Engineering & Capital Goods,26,26,,,,3.73,,MIB228,newidbi-midcap-fund-rp
27,,1.49,,,Cadila Health,,"68,699.00",,Pharmaceuticals,27,27,,,,3.61,,MIB228,newidbi-midcap-fund-rp
28,,1.49,,,Torrent Pharma,,"29,558.00",,Pharmaceuticals,28,28,,,,3.61,,MIB228,newidbi-midcap-fund-rp
29,,1.42,,,Endurance Techn,,"39,274.00",,Automotive,29,29,,,,3.44,,MIB228,newidbi-midcap-fund-rp
30,,1.42,,,Bosch,,"1,474.00",,Automotive,30,30,,,,3.44,,MIB228,newidbi-midcap-fund-rp
31,,1.37,,,Sterlite Techno,,"226,197.00",,Telecommunication,31,31,,,,3.32,,MIB228,newidbi-midcap-fund-rp
32,,1.33,,,IDFC Bank,,"588,726.00",,Banking & Financial Services,32,32,,,,3.22,,MIB228,newidbi-midcap-fund-rp
33,,1.32,,,NALCO,,"493,609.00",,Metals & Mining,33,33,,,,3.2,,MIB228,newidbi-midcap-fund-rp
34,,1.31,,,JK Tyre & Ind,,"197,196.00",,Automotive,34,34,,,,3.17,,MIB228,newidbi-midcap-fund-rp
35,,1.24,,,CESC,,"34,568.00",,Utilities,35,35,,,,3,,MIB228,newidbi-midcap-fund-rp
36,,1.23,,,PI Industries,,"35,561.00",,Chemicals,36,36,,,,2.98,,MIB228,newidbi-midcap-fund-rp
37,,1.16,,,Navin Fluorine,,"46,265.00",,Chemicals,37,37,,,,2.81,,MIB228,newidbi-midcap-fund-rp
38,,1.14,,,Johnson Control,,"13,784.00",,Consumer Durables,38,38,,,,2.76,,MIB228,newidbi-midcap-fund-rp
39,,1.09,,,Emami,,"24,538.00",,Consumer Non-durables,39,39,,,,2.64,,MIB228,newidbi-midcap-fund-rp
40,,1.09,,,Elgi Equipments,,"114,202.00",,Engineering & Capital Goods,40,40,,,,2.64,,MIB228,newidbi-midcap-fund-rp
41,,1.07,,,CCL Products,,"88,438.00",,Food & Beverages,41,41,,,,2.59,,MIB228,newidbi-midcap-fund-rp
42,,1.07,,,Vinati Organics,,"28,144.00",,Chemicals,42,42,,,,2.59,,MIB228,newidbi-midcap-fund-rp
43,,1.06,,,Carborundum,,"78,911.00",,Engineering & Capital Goods,43,43,,,,2.57,,MIB228,newidbi-midcap-fund-rp
44,,1.05,,,BEML,,"16,582.00",,Engineering & Capital Goods,44,44,,,,2.54,,MIB228,newidbi-midcap-fund-rp
45,,1.02,,,Bharat Fin,,"34,271.00",,Banking & Financial Services,45,45,,,,2.47,,MIB228,newidbi-midcap-fund-rp
46,,1.02,,,UPL,,"29,388.00",,Chemicals,46,46,,,,2.47,,MIB228,newidbi-midcap-fund-rp
47,,1.02,,,Strides Shasun,,"24,684.00",,Pharmaceuticals,47,47,,,,2.47,,MIB228,newidbi-midcap-fund-rp
48,,0.97,,,Himatsingka Sei,,"69,017.00",,Manufacturing,48,48,,,,2.35,,MIB228,newidbi-midcap-fund-rp
49,,0.96,,,Manpasand Bever,,"29,522.00",,Food & Beverages,49,49,,,,2.32,,MIB228,newidbi-midcap-fund-rp
50,,0.93,,,Tech Mahindra,,"58,948.00",,Information Technology,50,50,,,,2.25,,MIB228,newidbi-midcap-fund-rp
51,,0.93,,,Finolex Cables,,"49,349.00",,Telecommunication,51,51,,,,2.25,,MIB228,newidbi-midcap-fund-rp
52,,0.91,,,Hind Copper,,"344,279.00",,Metals & Mining,52,52,,,,2.2,,MIB228,newidbi-midcap-fund-rp
53,,0.9,,,Trident,,"296,284.00",,Manufacturing,53,53,,,,2.18,,MIB228,newidbi-midcap-fund-rp
54,,0.83,,,CenturyPlyboard,,"68,298.00",,Miscellaneous,54,54,,,,2.01,,MIB228,newidbi-midcap-fund-rp
55,,0.79,,,Dr Lal PathLab,,"24,462.00",,Pharmaceuticals,55,55,,,,1.91,,MIB228,newidbi-midcap-fund-rp
56,,0.77,,,Kirloskar Ind,,"14,665.00",,Engineering & Capital Goods,56,56,,,,1.86,,MIB228,newidbi-midcap-fund-rp
57,,0.72,,,Guj State Petro,,"98,745.00",,Oil & Gas,57,57,,,,1.74,,MIB228,newidbi-midcap-fund-rp
58,,0.72,,,Trent,,"73,558.00",,Retail & Real Estate,58,58,,,,1.74,,MIB228,newidbi-midcap-fund-rp
59,,0.66,,,Gujarat Gas,,"21,507.00",,Oil & Gas,59,59,,,,1.6,,MIB228,newidbi-midcap-fund-rp
60,,0.62,,,Timken,,"22,460.00",,Engineering & Capital Goods,60,60,,,,1.5,,MIB228,newidbi-midcap-fund-rp
61,,0.61,,,S H Kelkar,,"56,000.00",,Miscellaneous,61,61,,,,1.48,,MIB228,newidbi-midcap-fund-rp
62,,0.46,,,Zydus Wellness,,"13,116.00",,Food & Beverages,62,62,,,,1.11,,MIB228,newidbi-midcap-fund-rp
63,,0.24,,,HUDCO,,"86,604.00",,Retail & Real Estate,63,63,,,,0.58,,MIB228,newidbi-midcap-fund-rp
64,,0.09,,,Bajaj Electric,,"6,669.00",,Consumer Durables,64,64,,,,0.22,,MIB228,newidbi-midcap-fund-rp
0,,2.91,,,3M India,,4,,Conglomerates,0,0,,,,0.01,,MIB234,newidbi-small-cap-fund-dp
1,,0.87,,,VST Tillers,,7,,Automotive,1,1,,,,0,,MIB234,newidbi-small-cap-fund-dp
2,,0.33,,,Tata Global Bev,,39,,Food & Beverages,2,2,,,,0,,MIB234,newidbi-small-cap-fund-dp
3,,0.3,,,Sundaram-Clayto,,1,,Automotive,3,3,,,,0,,MIB234,newidbi-small-cap-fund-dp
0,,2.91,,,3M India,,215,,Conglomerates,0,0,,,,0.28,,MIB232,newidbi-small-cap-fund-rp
1,,0.87,,,VST Tillers,,371,,Automotive,1,1,,,,0.08,,MIB232,newidbi-small-cap-fund-rp
2,,0.33,,,Tata Global Bev,,"2,138.00",,Food & Beverages,2,2,,,,0.03,,MIB232,newidbi-small-cap-fund-rp
3,,0.3,,,Sundaram-Clayto,,67,,Automotive,3,3,,,,0.03,,MIB232,newidbi-small-cap-fund-rp
0,,3.52,,,APL Apollo,,"126,371.00",,Metals & Mining,0,0,,,,19.58,,MAG733,newidfc-premier-equity-direct
1,,3.5,,,Va Tech Wabag,,"283,336.00",,Engineering & Capital Goods,1,1,,,,19.47,,MAG733,newidfc-premier-equity-direct
2,,3.45,,,JM Financial,,"1,637,366.00",,Banking & Financial Services,2,2,,,,19.19,,MAG733,newidfc-premier-equity-direct
3,,3.27,,,Container Corp,,"158,756.00",,Services,3,3,,,,18.19,,MAG733,newidfc-premier-equity-direct
4,,3.25,,,Voltas,,"394,834.00",,Conglomerates,4,4,,,,18.08,,MAG733,newidfc-premier-equity-direct
5,,3.2,,,Guj State Petro,,"1,007,891.00",,Oil & Gas,5,5,,,,17.8,,MAG733,newidfc-premier-equity-direct
6,,3.18,,,Maruti Suzuki,,"24,506.00",,Automotive,6,6,,,,17.69,,MAG733,newidfc-premier-equity-direct
7,,3.07,,,HDFC Bank,,"103,352.00",,Banking & Financial Services,7,7,,,,17.08,,MAG733,newidfc-premier-equity-direct
8,,3.05,,,Greaves Cotton,,"1,045,610.00",,Engineering & Capital Goods,8,8,,,,16.97,,MAG733,newidfc-premier-equity-direct
9,,2.98,,,Asian Paints,,"150,121.00",,Chemicals,9,9,,,,16.58,,MAG733,newidfc-premier-equity-direct
10,,2.89,,,ICICI Prudentia,,"341,224.00",,Banking & Financial Services,10,10,,,,16.08,,MAG733,newidfc-premier-equity-direct
11,,2.84,,,Schaeffler Ind,,"35,392.00",,Engineering & Capital Goods,11,11,,,,15.8,,MAG733,newidfc-premier-equity-direct
12,,2.67,,,Blue Dart,,"31,510.00",,Services,12,12,,,,14.85,,MAG733,newidfc-premier-equity-direct
13,,2.53,,,Page Industries,,"8,438.00",,Manufacturing,13,13,,,,14.07,,MAG733,newidfc-premier-equity-direct
14,,2.39,,,Tata Chemicals,,"219,607.00",,Chemicals,14,14,,,,13.29,,MAG733,newidfc-premier-equity-direct
15,,2.38,,,Balrampur Chini,,"877,288.00",,Food & Beverages,15,15,,,,13.24,,MAG733,newidfc-premier-equity-direct
16,,2.35,,,3M India,,"9,896.00",,Conglomerates,16,16,,,,13.07,,MAG733,newidfc-premier-equity-direct
17,,2.34,,,Ambuja Cements,,"529,420.00",,Cement & Construction,17,17,,,,13.02,,MAG733,newidfc-premier-equity-direct
18,,2.26,,,Kotak Mahindra,,"131,569.00",,Banking & Financial Services,18,18,,,,12.57,,MAG733,newidfc-premier-equity-direct
19,,1.98,,,Ashok Leyland,,"1,173,506.00",,Automotive,19,19,,,,11.01,,MAG733,newidfc-premier-equity-direct
20,,1.9,,,P and G,,"13,135.00",,Consumer Non-durables,20,20,,,,10.57,,MAG733,newidfc-premier-equity-direct
21,,1.84,,,MCX India,,"94,142.00",,Miscellaneous,21,21,,,,10.23,,MAG733,newidfc-premier-equity-direct
22,,1.74,,,Sun Pharma,,"174,543.00",,Pharmaceuticals,22,22,,,,9.68,,MAG733,newidfc-premier-equity-direct
23,,1.59,,,Max Financial,,"140,930.00",,Manufacturing,23,23,,,,8.84,,MAG733,newidfc-premier-equity-direct
24,,1.53,,,Natco Pharma,,"84,340.00",,Pharmaceuticals,24,24,,,,8.51,,MAG733,newidfc-premier-equity-direct
25,,1.46,,,Bharat Fin,,"112,705.00",,Banking & Financial Services,25,25,,,,8.12,,MAG733,newidfc-premier-equity-direct
26,,1.42,,,Bata India,,"147,277.00",,Consumer Non-durables,26,26,,,,7.9,,MAG733,newidfc-premier-equity-direct
27,,1.33,,,Britannia,,"20,023.00",,Food & Beverages,27,27,,,,7.4,,MAG733,newidfc-premier-equity-direct
28,,1.29,,,Castrol,,"177,652.00",,Chemicals,28,28,,,,7.18,,MAG733,newidfc-premier-equity-direct
29,,1.25,,,Mcleod,,"400,396.00",,Food & Beverages,29,29,,,,6.95,,MAG733,newidfc-premier-equity-direct
30,,1.24,,,Suven Life Sci,,"401,587.00",,Pharmaceuticals,30,30,,,,6.9,,MAG733,newidfc-premier-equity-direct
31,,1.16,,,Ent Network Ind,,"71,716.00",,Media & Entertainment,31,31,,,,6.45,,MAG733,newidfc-premier-equity-direct
