fundname,code,link,Do_Not_Use,fund_category
"ICICI Prudential Equity & Debt (AD)",MPI3048,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-equity-debt-fund-ad-/MPI3048,,"Aggressive Hybrid Fund"
"ICICI Prudential Equity & Debt (D)",MPI2794,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-equity-debt-fund/MPI2794,,"Aggressive Hybrid Fund"
"ICICI Prudential Equity & Debt (G)",MPI011,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-equity-debt-fund/MPI011,,"Aggressive Hybrid Fund"
"ICICI Prudential Equity & Debt (HD)",MPI2316,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-equity-debt-fund-hd-/MPI2316,,"Aggressive Hybrid Fund"
"ICICI Prudential Equity & Debt (MD)",MPI010,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-equity-debt-fund-md-/MPI010,,"Aggressive Hybrid Fund"
"ICICI Prudential Equity & Debt (QD)",MPI2315,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-equity-debt-fund-qd-/MPI2315,,"Aggressive Hybrid Fund"
"ICICI Prudential Equity & Debt - D (AD)",MPI3049,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-equity-debt-fund-direct-plan-ad-/MPI3049,,"Aggressive Hybrid Fund"
"ICICI Prudential Equity & Debt - D (D)",MPI2795,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-equity-debt-fund-direct-plan/MPI2795,,"Aggressive Hybrid Fund"
"ICICI Prudential Equity & Debt - D (G)",MPI1136,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-equity-debt-fund-direct-plan/MPI1136,,"Aggressive Hybrid Fund"
"ICICI Prudential Equity & Debt - D (HD)",MPI2314,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-equity-debt-fund-direct-plan-hd-/MPI2314,,"Aggressive Hybrid Fund"
"ICICI Prudential Equity & Debt - D (QD)",MPI2313,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-equity-debt-fund-direct-plan-qd-/MPI2313,,"Aggressive Hybrid Fund"
"ICICI Prudential Gold ETF",MPI753,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-gold-etf/MPI753,,"Index Funds/ETFs"
"ICICI Prudential Liquid ETF",MPI3903,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-liquid-etf/MPI3903,,"Index Funds/ETFs"
"ICICI Prudential Multicap Fund (D)",MPI040,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-multicap-fund/MPI040,,"Multi Cap Fund"
"ICICI Prudential Multicap Fund (G)",MPI028,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-multicap-fund/MPI028,,"Multi Cap Fund"
"ICICI Prudential Multicap Fund - D (D)",MPI1133,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-multicap-fund-direct-plan/MPI1133,,"Multi Cap Fund"
"ICICI Prudential Multicap Fund - D (G)",MPI1132,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-multicap-fund-direct-plan/MPI1132,,"Multi Cap Fund"
"ICICI Prudential Nifty 100 ETF",MPI1512,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-nifty-100-etf/MPI1512,,"Index Funds/ETFs"
"ICICI Prudential Nifty ETF",MPI1312,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-nifty-etf/MPI1312,,"Index Funds/ETFs"
"ICICI Prudential Nifty Low Vol 30 ETF",MPI3352,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-nifty-low-vol-30-etf/MPI3352,,"Index Funds/ETFs"
"ICICI Prudential NIFTY NEXT 50 ETF",MPI3854,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-nifty-next-50-etf/MPI3854,,"Index Funds/ETFs"
"ICICI Prudential NV20 ETF",MPI3012,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-nv20-etf/MPI3012,,"Index Funds/ETFs"
"ICICI Prudential Sensex ETF",MPI3051,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-sensex-etf/MPI3051,,"Index Funds/ETFs"
"IDBI B&FS Fund-DP (D)",MIB243,https://www.moneycontrol.com/mutual-funds/nav/idbi-banking-financial-services-fund-direct-plan/MIB243,,Sectoral/Thematic
"IDBI B&FS Fund-DP (G)",MIB242,https://www.moneycontrol.com/mutual-funds/nav/idbi-banking-financial-services-fund-direct-plan/MIB242,,Sectoral/Thematic
"IDBI B&FS Fund-RP (D)",MIB241,https://www.moneycontrol.com/mutual-funds/nav/idbi-banking-financial-services-fund-regular-plan/MIB241,,Sectoral/Thematic
"IDBI B&FS Fund-RP (G)",MIB240,https://www.moneycontrol.com/mutual-funds/nav/idbi-banking-financial-services-fund-regular-plan/MIB240,,Sectoral/Thematic
"IDBI B&FS; Fund-DP (G)",MIB242,/mutual-funds/nav/idbi-b-fs-fund-dp/MIB242,,Banking
"IDBI B&FS; Fund-RP (G)",MIB240,/mutual-funds/nav/idbi-b-fs-fund-rp/MIB240,,Banking
"IDBI Diversified Equity Fund-DP (D)",MIB217,https://www.moneycontrol.com/mutual-funds/nav/idbi-diversified-equity-fund-direct-plan/MIB217,,"Multi Cap Fund"
"IDBI Diversified Equity Fund-DP (G)",MIB216,https://www.moneycontrol.com/mutual-funds/nav/idbi-diversified-equity-fund-direct-plan/MIB216,,"Multi Cap Fund"
"IDBI Diversified Equity Fund-RP (D)",MIB215,https://www.moneycontrol.com/mutual-funds/nav/idbi-diversified-equity-fund-regular-plan/MIB215,,"Multi Cap Fund"
"IDBI Diversified Equity Fund-RP (G)",MIB214,https://www.moneycontrol.com/mutual-funds/nav/idbi-diversified-equity-fund-regular-plan/MIB214,,"Multi Cap Fund"
"IDBI Dividend Yield Fund - DP (D)",MIB251,https://www.moneycontrol.com/mutual-funds/nav/idbi-dividend-yield-fund-direct-plan/MIB251,,Sectoral/Thematic
"IDBI Dividend Yield Fund - DP (G)",MIB250,https://www.moneycontrol.com/mutual-funds/nav/idbi-dividend-yield-fund-direct-plan/MIB250,,Sectoral/Thematic
"IDBI Dividend Yield Fund - RP (D)",MIB249,https://www.moneycontrol.com/mutual-funds/nav/idbi-dividend-yield-fund-regular-plan/MIB249,,Sectoral/Thematic
"IDBI Dividend Yield Fund - RP (G)",MIB248,https://www.moneycontrol.com/mutual-funds/nav/idbi-dividend-yield-fund-regular-plan/MIB248,,Sectoral/Thematic
"IDBI Equity Advantage - Reg (G)",MIB142,https://www.moneycontrol.com/mutual-funds/nav/idbi-equity-advantage-fund-regular-plan/MIB142,,ELSS
"IDBI Equity Advantage -Direct (G)",MIB143,https://www.moneycontrol.com/mutual-funds/nav/idbi-equity-advantage-fund-direct-plan/MIB143,,ELSS
"IDBI Equity Savings (G)",MIB013,https://www.moneycontrol.com/mutual-funds/nav/idbi-equity-savings-fund/MIB013,,"Equity Savings"
"IDBI Equity Savings (MD)",MIB014,https://www.moneycontrol.com/mutual-funds/nav/idbi-equity-savings-fund-md-/MIB014,,"Equity Savings"
"IDBI Equity Savings (QD)",MIB015,https://www.moneycontrol.com/mutual-funds/nav/idbi-equity-savings-fund-qd-/MIB015,,"Equity Savings"
"IDBI Equity Savings - Direct (G)",MIB082,https://www.moneycontrol.com/mutual-funds/nav/idbi-equity-savings-fund-direct-plan/MIB082,,"Equity Savings"
"IDBI Equity Savings - Direct (MD)",MIB083,https://www.moneycontrol.com/mutual-funds/nav/idbi-equity-savings-fund-direct-plan-md-/MIB083,,"Equity Savings"
"IDBI Equity Savings - Direct (QD)",MIB084,https://www.moneycontrol.com/mutual-funds/nav/idbi-equity-savings-fund-direct-plan-qd-/MIB084,,"Equity Savings"
"IDBI Focused 30 Equity Fund-DP (D)",MIB239,https://www.moneycontrol.com/mutual-funds/nav/idbi-focused-30-equity-fund-direct-plan/MIB239,,"Focused Fund"
"IDBI Focused 30 Equity Fund-DP (G)",MIB238,https://www.moneycontrol.com/mutual-funds/nav/idbi-focused-30-equity-fund-direct-plan/MIB238,,"Focused Fund"
"IDBI Focused 30 Equity Fund-RP (D)",MIB237,https://www.moneycontrol.com/mutual-funds/nav/idbi-focused-30-equity-fund-regular-plan/MIB237,,"Focused Fund"
"IDBI Focused 30 Equity Fund-RP (G)",MIB236,https://www.moneycontrol.com/mutual-funds/nav/idbi-focused-30-equity-fund-regular-plan/MIB236,,"Focused Fund"
"IDBI Gold Exchange Traded Fund",MIB042,https://www.moneycontrol.com/mutual-funds/nav/idbi-gold-exchange-traded-fund/MIB042,,"Index Funds/ETFs"
"IDBI Healthcare Fund - DP (D)",MIB255,https://www.moneycontrol.com/mutual-funds/nav/idbi-healthcare-fund-direct-plan/MIB255,,Sectoral/Thematic
"IDBI Healthcare Fund - DP (G)",MIB254,https://www.moneycontrol.com/mutual-funds/nav/idbi-healthcare-fund-direct-plan/MIB254,,Sectoral/Thematic
"IDBI Healthcare Fund - RP (D)",MIB253,https://www.moneycontrol.com/mutual-funds/nav/idbi-healthcare-fund-regular-plan/MIB253,,Sectoral/Thematic
"IDBI Healthcare Fund - RP (G)",MIB252,https://www.moneycontrol.com/mutual-funds/nav/idbi-healthcare-fund-regular-plan/MIB252,,Sectoral/Thematic
"IDBI Hybrid Equity Fund - DP (D)",MIB227,https://www.moneycontrol.com/mutual-funds/nav/idbi-hybrid-equity-fund-direct-plan/MIB227,,"Aggressive Hybrid Fund"
"IDBI Hybrid Equity Fund - DP (G)",MIB226,https://www.moneycontrol.com/mutual-funds/nav/idbi-hybrid-equity-fund-direct-plan/MIB226,,"Aggressive Hybrid Fund"
"IDBI Hybrid Equity Fund - RP (D)",MIB225,https://www.moneycontrol.com/mutual-funds/nav/idbi-hybrid-equity-fund-regular-plan/MIB225,,"Aggressive Hybrid Fund"
"IDBI Hybrid Equity Fund - RP (G)",MIB224,https://www.moneycontrol.com/mutual-funds/nav/idbi-hybrid-equity-fund-regular-plan/MIB224,,"Aggressive Hybrid Fund"
"IDBI India Top 100 Eqty -Direct (D)",MIB093,https://www.moneycontrol.com/mutual-funds/nav/idbi-india-top-100-equity-fund-direct-plan/MIB093,,"Large Cap Fund"
"IDBI India Top 100 Eqty -Direct (G)",MIB092,https://www.moneycontrol.com/mutual-funds/nav/idbi-india-top-100-equity-fund-direct-plan/MIB092,,"Large Cap Fund"
"IDBI India Top 100 Equity Fund (D)",MIB063,https://www.moneycontrol.com/mutual-funds/nav/idbi-india-top-100-equity-fund/MIB063,,"Large Cap Fund"
"IDBI India Top 100 Equity Fund (G)",MIB062,https://www.moneycontrol.com/mutual-funds/nav/idbi-india-top-100-equity-fund/MIB062,,"Large Cap Fund"
"IDBI Long Term Value-DP (D)",MIB247,https://www.moneycontrol.com/mutual-funds/nav/idbi-long-term-value-fund-direct-plan/MIB247,,"Value Fund"
"IDBI Long Term Value-DP (G)",MIB246,https://www.moneycontrol.com/mutual-funds/nav/idbi-long-term-value-fund-direct-plan/MIB246,,"Value Fund"
"IDBI Long Term Value-RP (D)",MIB245,https://www.moneycontrol.com/mutual-funds/nav/idbi-long-term-value-fund-regular-plan/MIB245,,"Value Fund"
"IDBI Long Term Value-RP (G)",MIB244,https://www.moneycontrol.com/mutual-funds/nav/idbi-long-term-value-fund-regular-plan/MIB244,,"Value Fund"
"IDBI Midcap Fund - DP (D)",MIB231,https://www.moneycontrol.com/mutual-funds/nav/idbi-midcap-fund-direct-plan/MIB231,,"Mid Cap Fund"
"IDBI Midcap Fund - DP (G)",MIB230,https://www.moneycontrol.com/mutual-funds/nav/idbi-midcap-fund-direct-plan/MIB230,,"Mid Cap Fund"
"IDBI Midcap Fund - RP (D)",MIB229,https://www.moneycontrol.com/mutual-funds/nav/idbi-midcap-fund-regular-plan/MIB229,,"Mid Cap Fund"
"IDBI Midcap Fund - RP (G)",MIB228,https://www.moneycontrol.com/mutual-funds/nav/idbi-midcap-fund-regular-plan/MIB228,,"Mid Cap Fund"
"IDBI Nifty 50 ETF",MIB218,https://www.moneycontrol.com/mutual-funds/nav/idbi-nifty-50-exchange-traded-fund/MIB218,,
"IDBI Nifty Index Fund (D)",MIB002,https://www.moneycontrol.com/mutual-funds/nav/idbi-nifty-index-fund/MIB002,,"Index Funds/ETFs"
"IDBI Nifty Index Fund (G)",MIB001,https://www.moneycontrol.com/mutual-funds/nav/idbi-nifty-index-fund/MIB001,,"Index Funds/ETFs"
"IDBI Nifty Index Fund - Direct (D)",MIB071,https://www.moneycontrol.com/mutual-funds/nav/idbi-nifty-index-fund-direct-plan/MIB071,,"Index Funds/ETFs"
"IDBI Nifty Index Fund - Direct (G)",MIB070,https://www.moneycontrol.com/mutual-funds/nav/idbi-nifty-index-fund-direct-plan/MIB070,,"Index Funds/ETFs"
"IDBI Nifty Junior Index -Direct (D)",MIB077,https://www.moneycontrol.com/mutual-funds/nav/idbi-nifty-junior-index-fund-direct-plan/MIB077,,"Index Funds/ETFs"
"IDBI Nifty Junior Index -Direct (G)",MIB076,https://www.moneycontrol.com/mutual-funds/nav/idbi-nifty-junior-index-fund-direct-plan/MIB076,,"Index Funds/ETFs"
"IDBI Nifty Junior Index Fund (D)",MIB008,https://www.moneycontrol.com/mutual-funds/nav/idbi-nifty-junior-index-fund/MIB008,,"Index Funds/ETFs"
"IDBI Nifty Junior Index Fund (G)",MIB007,https://www.moneycontrol.com/mutual-funds/nav/idbi-nifty-junior-index-fund/MIB007,,"Index Funds/ETFs"
"IDBI RGESS Fund -Sr I-Plan A-DP (D)",MIB105,https://www.moneycontrol.com/mutual-funds/nav/idbi-rgess-fund-series-i-plan-a-direct-plan/MIB105,,RGESS
"IDBI RGESS Fund -Sr I-Plan A-DP (G)",MIB104,https://www.moneycontrol.com/mutual-funds/nav/idbi-rgess-fund-series-i-plan-a-direct-plan/MIB104,,RGESS
"IDBI RGESS Fund -Sr I-Plan A-RP (D)",MIB103,https://www.moneycontrol.com/mutual-funds/nav/idbi-rgess-fund-series-i-plan-a-regular-plan/MIB103,,RGESS
"IDBI RGESS Fund -Sr I-Plan A-RP (G)",MIB102,https://www.moneycontrol.com/mutual-funds/nav/idbi-rgess-fund-series-i-plan-a-regular-plan/MIB102,,RGESS
"IDBI Small Cap Fund - DP (D)",MIB235,https://www.moneycontrol.com/mutual-funds/nav/idbi-small-cap-fund-direct-plan/MIB235,,"Small Cap Fund"
"IDBI Small Cap Fund - DP (G)",MIB234,https://www.moneycontrol.com/mutual-funds/nav/idbi-small-cap-fund-direct-plan/MIB234,,"Small Cap Fund"
"IDBI Small Cap Fund - RP (D)",MIB233,https://www.moneycontrol.com/mutual-funds/nav/idbi-small-cap-fund-regular-plan/MIB233,,"Small Cap Fund"
"IDBI Small Cap Fund - RP (G)",MIB232,https://www.moneycontrol.com/mutual-funds/nav/idbi-small-cap-fund-regular-plan/MIB232,,"Small Cap Fund"
"IDFC Arbitrage - Inst (D)",MAG122,https://www.moneycontrol.com/mutual-funds/nav/idfc-arbitrage-fund-institutional-plan-plan-b/MAG122,,"Arbitrage Fund"
"IDFC Arbitrage - Inst (G)",MAG121,https://www.moneycontrol.com/mutual-funds/nav/idfc-arbitrage-fund-institutional-plan-plan-b/MAG121,,"Arbitrage Fund"
"IDFC Arbitrage Fund - Direct (AD)",MAG1694,https://www.moneycontrol.com/mutual-funds/nav/idfc-arbitrage-fund-direct-plan-ad-/MAG1694,,"Arbitrage Fund"
"IDFC Arbitrage Fund - Direct (D)",MAG755,https://www.moneycontrol.com/mutual-funds/nav/idfc-arbitrage-fund-direct-plan/MAG755,,"Arbitrage Fund"
"IDFC Arbitrage Fund - Direct (G)",MAG756,https://www.moneycontrol.com/mutual-funds/nav/idfc-arbitrage-fund-direct-plan/MAG756,,"Arbitrage Fund"
"IDFC Arbitrage Fund - Regular (AD)",MAG1693,https://www.moneycontrol.com/mutual-funds/nav/idfc-arbitrage-fund-regular-plan-ad-/MAG1693,,"Arbitrage Fund"
"IDFC Arbitrage Fund - Regular (D)",MAG120,https://www.moneycontrol.com/mutual-funds/nav/idfc-arbitrage-fund-regular-plan/MAG120,,"Arbitrage Fund"
"IDFC Arbitrage Fund - Regular (G)",MAG119,https://www.moneycontrol.com/mutual-funds/nav/idfc-arbitrage-fund-regular-plan/MAG119,,"Arbitrage Fund"
"IDFC B&PSU DF - Dir. (D)",MAG842,https://www.moneycontrol.com/mutual-funds/nav/idfc-banking-psu-debt-fund-direct-plan/MAG842,,
"IDFC B&PSU DF - Dir. (DD)",MAG1461,https://www.moneycontrol.com/mutual-funds/nav/idfc-banking-psu-debt-fund-direct-plan-dd-/MAG1461,,
"IDFC B&PSU DF - Dir. (FD)",MAG890,https://www.moneycontrol.com/mutual-funds/nav/idfc-banking-psu-debt-fund-direct-plan-fd-/MAG890,,
"IDFC B&PSU DF - Dir. (G)",MAG841,https://www.moneycontrol.com/mutual-funds/nav/idfc-banking-psu-debt-fund-direct-plan/MAG841,,
"IDFC B&PSU DF - Dir. (MD)",MAG934,https://www.moneycontrol.com/mutual-funds/nav/idfc-banking-psu-debt-fund-direct-plan-md-/MAG934,,
"IDFC B&PSU DF - Dir. (QD)",MAG935,https://www.moneycontrol.com/mutual-funds/nav/idfc-banking-psu-debt-fund-direct-plan-qd-/MAG935,,
"IDFC B&PSU DF - Reg. (AD)",MAG932,https://www.moneycontrol.com/mutual-funds/nav/idfc-banking-psu-debt-fund-regular-plan-ad-/MAG932,,
"IDFC B&PSU DF - Reg. (D)",MAG840,https://www.moneycontrol.com/mutual-funds/nav/idfc-banking-psu-debt-fund-regular-plan/MAG840,,
"IDFC B&PSU DF - Reg. (DD)",MAG1462,https://www.moneycontrol.com/mutual-funds/nav/idfc-banking-psu-debt-fund-regular-plan-dd-/MAG1462,,
"IDFC B&PSU DF - Reg. (FD)",MAG889,https://www.moneycontrol.com/mutual-funds/nav/idfc-banking-psu-debt-fund-regular-plan-fd-/MAG889,,
"IDFC B&PSU DF - Reg. (G)",MAG839,https://www.moneycontrol.com/mutual-funds/nav/idfc-banking-psu-debt-fund-regular-plan/MAG839,,
"IDFC B&PSU DF - Reg. (MD)",MAG888,https://www.moneycontrol.com/mutual-funds/nav/idfc-banking-psu-debt-fund-regular-plan-md-/MAG888,,
